"hourly_wage","age","occupation","race","education","sex","hispanic","marital_status","veteran_status","union","pension","citizenship_status","hours_weekly","state","total_income","employer_type","worker_status"
15,25,"Sales And Related","White","Some college, no degree","Female",0,"Married",0,"No",0,1,40,"Pennsylvania",31240,"Private employer","Full-time"
25,42,"Construction","White","High school diploma or equivalent","Male",0,"Single",0,"Yes",1,0,40,"Pennsylvania",52000,"Private employer","Full-time"
20,30,"Construction","White","High school diploma or equivalent","Male",1,"Single",0,"No",0,1,50,"Pennsylvania",15065,"Private employer","Full-time"
25,45,"Office And Administrative Support","Black","Associate's degree","Female",0,"Married",0,"Yes",1,1,40,"Pennsylvania",43861,"Government employee","Full-time"
16.5,47,"Transportation And Material Moving","Black","Associate's degree","Male",0,"Married",0,"Yes",1,1,40,"Pennsylvania",55400,"Government employee","Full-time"
15,38,"Business Operations Specialists","Black","Bachelor's degree","Male",0,"Married",0,"No",0,1,40,"Pennsylvania",40000,"Private employer","Full-time"
25,42,"Healthcare Support","White","High school diploma or equivalent","Female",1,"Married",0,"No",0,0,40,"Pennsylvania",5000,"Private employer","Full-time"
18,42,"Construction","White","High school diploma or equivalent","Male",1,"Separated",0,"Yes",0,1,40,"Pennsylvania",30055,"Government employee","Full-time"
15,42,"Healthcare Support","Black","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,64,"Pennsylvania",12250,"Private employer","Full-time"
15,25,"Sales And Related","Black","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,4,"Pennsylvania",22800,"Private employer","Part-time"
14.1,35,"Building And Grounds Cleaning And Maintenance","Asian or Pacific Islander","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,54,"Pennsylvania",20000,"Private employer","Full-time"
15.25,34,"Education, Training, And Library","Black","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,40,"Pennsylvania",39025,"Private employer","Full-time"
22,36,"Healthcare Support","Black","High school or less","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",45000,"Private employer","Full-time"
14,47,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Married",0,"No",1,1,40,"Pennsylvania",20004,"Private employer","Full-time"
15,74,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,20,"Pennsylvania",25045,"Private employer","Part-time"
17,40,"Installation, Maintenance, And Repair","Black","High school or less","Male",0,"Divorced",0,"No",0,1,40,"Pennsylvania",10500,"Private employer","Full-time"
17.1,27,"Healthcare Support","White","Associate's degree","Female",0,"Single",0,"No",1,1,48,"Pennsylvania",46000,"Private employer","Full-time"
85,63,"Healthcare Practitioners And Technical","White","Graduate degree","Female",0,"Married",0,"No",0,1,80,"Pennsylvania",236102,"Private employer","Full-time"
12,51,"Sales And Related","Native American","Some college, no degree","Female",0,"Married",0,"Yes",0,1,22,"Pennsylvania",26001,"Private employer","Part-time"
15.5,50,"Healthcare Practitioners And Technical","White","Graduate degree","Male",0,"Married",0,"Yes",0,1,40,"Pennsylvania",34691,"Government employee","Full-time"
15,40,"Management, Business, Science, And Arts","Black","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",24000,"Private employer","Full-time"
40.4,53,"Construction","White","High school diploma or equivalent","Male",0,"Married",0,"Yes",1,1,40,"Pennsylvania",115795,"Private employer","Full-time"
51,29,"Management, Business, Science, And Arts","White","Graduate degree","Male",0,"Single",0,"No",0,1,56,"Pennsylvania",169066,"Private employer","Full-time"
14,35,"Sales And Related","White","Bachelor's degree","Male",0,"Married",0,"No",0,1,48,"Pennsylvania",40502,"Private employer","Full-time"
26,35,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Married",0,"No",1,1,40,"Pennsylvania",56102,"Government employee","Full-time"
16,42,"Sales And Related","White","Some college, no degree","Female",0,"Married",0,"No",1,1,32,"Pennsylvania",32347,"Private employer","Part-time"
26,46,"Construction","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,45,"Pennsylvania",73407,"Private employer","Full-time"
11.25,19,"Sales And Related","White","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,16,"Pennsylvania",5400,"Private employer","Part-time"
10.15,20,"Office And Administrative Support","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,8,"Pennsylvania",1200,"Private employer","Part-time"
17,60,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Married",0,"No",1,1,40,"Pennsylvania",26627,"Private employer","Full-time"
42,26,"Healthcare Practitioners And Technical","White","Graduate degree","Female",0,"Single",0,"No",1,1,40,"Pennsylvania",82209,"Private employer","Full-time"
20,25,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Single",0,"No",1,1,16,"Pennsylvania",17004,"Private employer","Part-time"
16.5,50,"Office And Administrative Support","White","Graduate degree","Female",0,"Married",0,"No",1,1,40,"Pennsylvania",34001,"Private employer","Full-time"
14,55,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,55,"Pennsylvania",24000,"Private employer","Full-time"
23,59,"Transportation And Material Moving","White","High school diploma or equivalent","Female",0,"Married",1,"Yes",0,1,30,"Pennsylvania",20000,"Government employee","Part-time"
18,57,"Production","White","High school diploma or equivalent","Male",0,"Married",0,"Yes",1,1,40,"Pennsylvania",37001,"Private employer","Full-time"
20,69,"Personal Care And Service","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,6,"Pennsylvania",13281,"Private employer","Part-time"
17,40,"Sales And Related","White","Bachelor's degree","Female",0,"Divorced",0,"No",0,1,30,"Pennsylvania",26038,"Private employer","Part-time"
21,40,"Transportation And Material Moving","White","Graduate degree","Male",0,"Married",0,"Yes",1,1,45,"Pennsylvania",90001,"Private employer","Full-time"
25,27,"Construction","White","Associate's degree","Male",0,"Single",0,"Yes",0,1,40,"Pennsylvania",56000,"Private employer","Full-time"
25,59,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,40,"Pennsylvania",61531,"Private employer","Full-time"
16,32,"Sales And Related","White","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,40,"Pennsylvania",35001,"Private employer","Full-time"
22,51,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,40,"Pennsylvania",51312,"Private employer","Full-time"
16,37,"Building And Grounds Cleaning And Maintenance","White","Bachelor's degree","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",24021,"Private employer","Full-time"
30,31,"Protective Service","White","High school diploma or equivalent","Male",0,"Married",1,"Yes",1,1,40,"Pennsylvania",60000,"Government employee","Full-time"
45.67,60,"Office And Administrative Support","White","Some college, no degree","Male",0,"Married",1,"No",1,1,40,"Pennsylvania",160790,"Government employee","Full-time"
10,36,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,15,"Pennsylvania",22806,"Private employer","Part-time"
16,56,"Business Operations Specialists","White","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,40,"Pennsylvania",34543,"Private employer","Full-time"
15.61,60,"Sales And Related","White","High school diploma or equivalent","Female",0,"Widowed",0,"No",0,1,40,"Pennsylvania",35362,"Private employer","Full-time"
19.45,25,"Healthcare Practitioners And Technical","White","Associate's degree","Female",0,"Single",0,"No",1,1,NA,"Pennsylvania",27526,"Private employer","Full-time"
15.7,42,"Transportation And Material Moving","White","Bachelor's degree","Female",0,"Divorced",0,"Yes",1,1,40,"Pennsylvania",65143,"Private employer","Full-time"
10,18,"Healthcare Support","White","High school or less","Female",0,"Single",0,"No",0,1,20,"Pennsylvania",1300,"Private employer","Part-time"
18,25,"Healthcare Practitioners And Technical","White","Some college, no degree","Female",0,"Single",0,"No",0,1,35,"Pennsylvania",30000,"Private employer","Part-time"
24,43,"Community And Social Services","White","Bachelor's degree","Male",0,"Married",0,"No",1,1,40,"Pennsylvania",47500,"Government employee","Full-time"
20,44,"Sales And Related","White","Bachelor's degree","Female",0,"Married",0,"No",1,1,40,"Pennsylvania",43000,"Private employer","Full-time"
38,39,"Computer And Mathematical","Black","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,50,"Pennsylvania",102204,"Private employer","Full-time"
18.21,47,"Management, Business, Science, And Arts","White","Associate's degree","Female",0,"Divorced",0,"No",0,1,40,"Pennsylvania",61000,"Private employer","Full-time"
43.6,37,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Married",0,"No",1,1,36,"Pennsylvania",79600,"Private employer","Full-time"
18.25,50,"Food Preparation And Serving","White","Bachelor's degree","Female",0,"Single",0,"No",1,1,40,"Pennsylvania",64000,"Private employer","Full-time"
12,63,"Office And Administrative Support","White","Some college, no degree","Female",0,"Married",0,"Yes",1,1,40,"Rhode Island",133013,"Private employer","Full-time"
43,30,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Single",0,"Yes",0,1,40,"Rhode Island",90002,"Private employer","Full-time"
24,49,"Life, Physical, And Social Science","White","Graduate degree","Male",0,"Married",0,"No",1,1,55,"Rhode Island",98371,"Private employer","Full-time"
23,69,"Production","White","High school diploma or equivalent","Male",0,"Married",0,"Yes",0,1,40,"Rhode Island",40444,"Private employer","Full-time"
15,24,"Personal Care And Service","Black","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,40,"Rhode Island",2200,"Private employer","Full-time"
19.5,46,"Transportation And Material Moving","Black","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,40,"Rhode Island",21002,"Private employer","Full-time"
27,29,"Food Preparation And Serving","White","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,40,"Rhode Island",51404,"Private employer","Full-time"
24,54,"Production","White","High school diploma or equivalent","Male",0,"Married",1,"No",1,1,40,"Rhode Island",55000,"Private employer","Full-time"
25,28,"Production","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,40,"Rhode Island",25000,"Private employer","Full-time"
62,69,"Education, Training, And Library","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,40,"Rhode Island",50002,"Private employer","Full-time"
23,74,"Production","White","High school diploma or equivalent","Male",0,"Married",1,"No",1,1,40,"Rhode Island",50080,"Private employer","Full-time"
14,20,"Production","White","Some college, no degree","Female",0,"Single",0,"No",0,1,8,"Rhode Island",25000,"Private employer","Part-time"
32,59,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,40,"Rhode Island",296041,"Private employer","Full-time"
23,65,"Production","White","Associate's degree","Male",0,"Married",0,"No",0,1,40,"Rhode Island",90541,"Private employer","Full-time"
50,67,"Life, Physical, And Social Science","White","Bachelor's degree","Male",0,"Married",0,"Yes",1,1,40,"Rhode Island",215100,"Government employee","Full-time"
15,18,"Sales And Related","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Rhode Island",25000,"Private employer","Full-time"
20,33,"Education, Training, And Library","White","Bachelor's degree","Male",0,"Married",1,"No",0,1,35,"Rhode Island",30426,"Government employee","Full-time"
11,46,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Married",0,"No",1,1,NA,"Rhode Island",8650,"Private employer","Part-time"
19.18,54,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Single",0,"No",1,1,42,"Rhode Island",71070,"Private employer","Full-time"
19.95,50,"Office And Administrative Support","White","Some college, no degree","Female",0,"Married",0,"Yes",1,1,35,"Rhode Island",35027,"Government employee","Part-time"
64.36,51,"Construction","White","High school diploma or equivalent","Male",0,"Married",0,"Yes",1,1,40,"Rhode Island",121424,"Private employer","Part-time"
24,29,"Food Preparation And Serving","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,40,"Rhode Island",50100,"Private employer","Full-time"
25,26,"Construction","White","Some college, no degree","Male",0,"Single",0,"Yes",1,1,40,"Rhode Island",90182,"Private employer","Full-time"
20,59,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,40,"Rhode Island",30608,"Private employer","Part-time"
41.32,51,"Production","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,40,"Rhode Island",88000,"Private employer","Part-time"
28,50,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,40,"Rhode Island",111000,"Private employer","Full-time"
17.6,61,"Management, Business, Science, And Arts","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,40,"Rhode Island",33200,"Private employer","Full-time"
18.65,52,"Management, Business, Science, And Arts","Black","Associate's degree","Female",0,"Married",0,"Yes",1,1,40,"Rhode Island",72000,"Government employee","Full-time"
13,47,"Production","Black","High school or less","Female",0,"Separated",0,"No",0,0,NA,"Rhode Island",25000,"Private employer","Part-time"
28,46,"Healthcare Practitioners And Technical","White","Associate's degree","Male",1,"Divorced",0,"No",0,1,48,"Rhode Island",70004,"Private employer","Full-time"
22,39,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Rhode Island",55142,"Private employer","Full-time"
